19,15,8,15,35,14,23,11,10,37,31,30,3,27,20,2
12,49,14,24,48,12,11,17,16,34,32,26,6,17,27,2
9,7,57,51,27,5,18,26,48,34,9,30,33,26,3,2
22,45,54,23,52,22,27,11,23,16,18,28,9,32,17,2
22,10,50,28,27,6,17,16,43,49,13,33,21,29,7,2
19,14,52,30,23,7,28,15,38,68,12,39,19,59,6,2
28,14,26,27,22,16,24,17,32,44,34,24,15,30,16,2
36,26,14,24,20,20,20,12,13,26,51,29,4,34,45,2
43,46,15,31,34,28,31,19,17,30,42,32,3,59,39,2
32,60,10,36,49,28,26,12,14,17,20,14,3,37,18,2
34,42,13,19,23,25,19,8,24,10,30,18,2,40,22,2
25,58,32,17,46,24,23,14,17,20,19,22,7,34,17,2
7,23,44,73,25,6,16,22,53,19,13,30,26,30,7,2
12,65,42,26,66,22,20,15,19,16,22,17,6,36,16,2
13,19,48,30,32,9,18,20,47,48,9,22,28,30,9,2
24,17,39,26,23,11,18,20,38,79,11,24,17,62,9,2
20,15,24,23,14,15,24,18,22,38,26,33,10,41,16,2
31,20,10,24,14,14,16,22,14,27,63,20,5,45,48,2
37,43,14,38,35,26,27,17,12,38,39,37,7,78,57,2
26,58,14,21,56,29,23,6,10,15,27,19,4,44,29,2
31,35,10,21,35,19,24,16,13,19,27,25,4,41,24,2
20,78,21,21,63,15,25,13,26,14,23,16,8,34,21,2
4,6,47,55,26,6,23,26,70,26,9,32,29,28,7,2
20,51,44,21,83,20,22,21,13,13,22,22,11,31,20,2
16,12,45,37,24,7,22,18,54,35,13,29,16,32,2,2
19,11,23,24,23,12,21,19,42,75,20,28,15,69,4,2
27,16,14,20,18,16,16,20,34,41,24,32,11,47,19,2
27,20,7,21,9,24,20,20,27,35,57,22,5,54,63,2
44,37,11,27,36,22,26,22,12,26,53,40,7,80,57,2
26,56,11,17,56,26,27,16,10,19,28,21,2,41,29,2
19,33,8,18,37,26,27,22,21,20,27,16,3,36,39,2
23,87,21,22,77,17,18,23,17,12,16,11,8,37,28,2
8,9,44,61,37,9,21,25,60,23,9,26,25,40,6,2
21,46,41,24,67,16,20,21,18,16,17,30,9,35,18,2
14,10,32,38,37,12,34,26,56,35,14,28,18,42,2,2
23,9,24,26,28,14,23,24,31,75,13,33,12,74,5,2
33,23,12,25,14,19,19,21,23,35,34,36,14,47,17,2
29,15,8,18,18,21,20,24,15,36,54,31,10,55,55,2
30,50,9,34,55,32,32,26,9,29,46,35,15,68,61,2
23,54,7,17,57,26,23,19,8,18,29,26,5,44,28,2
23,36,11,16,43,22,25,23,15,13,30,28,8,32,33,2
29,74,19,20,81,19,21,24,19,20,21,16,8,29,29,2
7,12,44,48,30,8,19,21,70,22,8,33,28,34,5,2
15,43,39,19,72,20,21,13,9,15,17,22,11,23,21,2
14,9,37,31,31,9,30,21,49,51,12,23,16,44,3,2
21,8,24,31,24,15,29,18,48,85,21,26,15,62,10,2
24,14,9,23,16,17,24,25,25,36,29,28,11,44,22,2
26,15,6,17,20,14,22,14,9,31,61,25,8,55,56,2
34,47,8,29,41,30,28,24,12,26,42,32,4,68,56,2
29,65,6,22,58,24,15,14,7,15,35,17,3,40,37,2
25,46,11,21,43,22,27,18,14,15,19,21,8,38,28,2
22,83,18,21,76,16,17,24,12,19,15,14,11,30,24,2
8,11,29,45,25,0,15,11,39,15,2,37,8,32,14,2
14,41,23,18,36,16,7,13,10,20,25,27,5,12,19,2
5,10,36,44,19,4,16,10,21,18,8,43,3,19,10,2
9,9,24,50,21,4,9,10,26,44,6,35,2,36,13,2
12,6,13,40,24,9,16,9,20,36,15,27,2,18,16,2
13,8,10,31,27,9,15,10,23,26,49,21,1,20,36,2
17,20,13,35,41,17,23,8,13,38,32,33,6,33,29,2
12,41,5,19,41,16,10,4,6,25,25,19,1,25,9,2
14,21,7,17,23,18,11,14,5,24,29,25,4,27,7,2
14,33,15,15,36,17,10,9,18,26,27,26,3,17,11,2
6,12,37,56,25,2,12,10,38,12,6,30,7,22,11,2
7,50,28,14,49,20,9,13,13,11,21,16,4,16,13,2
7,13,34,38,26,7,11,9,22,20,8,33,7,33,8,2
12,5,27,45,21,7,15,9,26,52,14,30,8,38,9,2
13,4,14,33,19,14,17,6,24,35,22,20,2,22,18,2
9,6,11,20,13,14,15,7,17,30,51,24,3,17,48,2
17,30,8,32,30,24,21,9,28,41,38,30,3,36,36,2
15,39,5,12,44,24,18,3,7,27,28,22,2,21,13,2
10,28,5,16,32,25,16,8,12,17,31,25,5,23,13,2
14,48,12,11,42,26,11,8,20,19,33,19,2,24,5,2
6,15,26,43,26,1,7,12,35,14,9,34,11,23,10,2
7,38,15,14,41,11,8,11,18,23,22,21,4,9,13,2
10,6,26,44,19,7,7,17,16,16,9,40,10,39,3,2
5,6,25,44,21,10,8,9,22,44,10,33,4,42,12,2
11,4,11,35,12,15,17,13,15,28,18,24,5,22,24,2
8,5,10,29,11,17,14,6,23,27,48,21,1,17,45,2
14,24,9,37,27,21,17,8,18,31,28,22,2,35,17,2
15,30,9,15,31,20,20,6,5,22,40,19,4,24,15,2
6,20,5,12,28,23,20,10,9,20,26,14,2,15,10,2
11,39,10,13,32,19,12,9,19,19,23,19,2,16,12,2
8,13,29,69,32,1,9,18,36,13,7,41,9,26,10,2
8,47,18,15,46,23,16,7,26,13,32,16,5,19,11,2
6,13,36,45,22,6,13,15,31,29,8,38,10,32,8,2
8,9,31,49,19,8,14,13,33,65,7,29,9,38,5,2
12,4,19,42,23,19,16,11,30,39,23,29,5,21,21,2
14,7,8,34,13,14,16,12,24,31,53,24,5,20,41,2
21,25,7,34,33,24,21,10,28,39,44,32,3,35,41,2
22,43,5,20,36,23,18,3,8,26,24,19,2,17,21,2
14,26,5,10,30,30,13,3,14,26,28,18,3,23,15,2
11,52,21,14,44,22,18,11,23,20,24,18,6,24,13,2
18,15,38,55,31,15,20,17,50,36,13,35,23,26,21,3
15,53,43,26,63,25,22,18,19,19,22,36,16,27,11,3
22,10,44,73,34,16,26,18,53,44,16,35,20,37,22,3
17,9,41,44,37,17,16,18,18,66,27,32,19,55,23,3
17,15,27,30,43,16,18,20,19,40,26,28,20,49,16,3
21,23,24,35,36,16,16,19,19,70,38,33,22,60,26,3
35,32,26,38,53,22,27,22,23,42,57,47,32,37,31,3
20,51,15,27,38,23,23,17,17,16,74,27,16,28,44,3
15,70,18,31,58,26,29,20,29,18,35,17,18,17,11,3
20,73,36,32,69,25,24,20,28,17,24,21,17,21,12,3
21,52,69,62,25,23,31,26,30,52,13,26,20,61,16,3
16,45,76,27,43,28,35,27,60,10,16,45,27,45,24,3
25,20,82,62,23,22,40,31,57,54,21,23,20,43,16,3
21,22,68,61,23,24,26,34,38,93,19,30,14,96,24,3
27,23,46,20,36,30,25,25,28,52,52,27,15,30,34,3
24,28,21,15,31,39,29,27,22,69,65,30,12,64,69,3
36,70,25,15,56,44,41,36,30,65,57,45,11,54,59,3
27,74,21,13,54,36,27,24,26,14,68,27,3,33,54,3
29,55,25,18,47,34,33,32,31,15,44,34,13,29,21,3
20,133,39,22,107,25,37,32,55,12,28,34,19,39,15,3
17,35,35,66,26,21,32,23,36,47,12,36,20,30,13,3
12,51,76,20,53,20,26,25,41,13,23,40,28,39,10,3
28,25,42,52,27,33,34,32,50,59,24,32,24,33,15,3
23,15,49,59,26,31,36,22,24,95,21,25,18,101,13,3
25,23,31,31,20,38,30,27,20,53,43,25,16,29,38,3
23,25,15,20,28,38,16,26,11,49,83,25,18,61,65,3
20,71,25,36,48,46,21,38,9,68,57,31,21,56,76,3
17,83,18,23,68,42,16,23,10,18,61,25,9,25,45,3
19,55,25,31,46,38,20,31,20,16,36,34,8,31,21,3
20,118,33,29,105,29,29,22,47,18,21,30,17,29,15,3
14,40,38,44,35,17,34,26,36,47,23,34,22,33,23,3
12,37,66,25,38,17,29,24,48,16,24,31,21,44,12,3
25,21,51,51,33,29,42,24,46,60,15,28,14,28,17,3
31,17,53,42,29,29,34,28,20,98,30,30,13,78,18,3
27,16,32,22,35,39,24,28,14,39,48,28,19,36,31,3
20,24,21,17,30,38,29,28,8,49,70,27,12,54,53,3
24,71,18,25,48,45,33,45,12,48,71,46,23,51,64,3
19,67,21,24,59,26,20,33,15,17,59,35,16,32,36,3
19,73,21,26,33,27,27,25,38,13,28,35,14,31,16,3
15,124,28,23,83,25,33,22,48,20,17,31,27,36,16,3
25,30,65,55,35,19,20,27,34,47,27,27,15,36,26,3
20,52,67,28,44,21,42,17,51,18,15,52,24,47,15,3
20,19,81,71,26,25,18,28,50,48,13,34,10,37,28,3
26,32,77,44,26,26,17,21,36,111,25,33,12,77,23,3
25,27,47,21,42,27,25,32,37,45,35,33,8,31,35,3
30,28,28,15,31,29,24,20,30,66,68,41,7,55,50,3
39,75,37,22,58,36,39,24,33,57,57,49,13,51,51,3
23,63,34,24,54,36,32,19,38,18,67,33,6,33,47,3
21,55,31,26,41,35,26,20,42,13,49,42,17,31,19,3
18,135,42,28,90,30,28,21,52,16,13,43,15,42,17,3
24,36,59,62,35,20,25,33,40,49,19,25,13,37,25,3
14,53,71,29,44,22,30,18,52,14,27,45,25,47,20,3
22,22,72,66,31,28,25,32,48,46,16,28,16,42,32,3
31,35,64,45,32,23,17,25,31,101,17,36,11,62,23,3
24,32,29,17,41,30,27,29,35,57,33,34,11,29,30,3
28,29,26,22,39,36,28,21,19,55,71,28,5,42,44,3
48,68,31,35,69,38,31,33,35,48,69,46,11,49,33,3
35,67,24,20,52,27,21,18,24,18,53,37,8,29,39,3
29,60,30,25,33,24,34,26,36,17,35,47,8,33,13,3
19,127,28,25,85,20,30,20,53,18,18,54,16,40,17,3
20,22,26,61,31,5,19,17,47,22,19,35,20,27,19,3
14,64,35,30,52,14,15,16,35,11,18,36,12,17,17,3
26,14,40,60,38,13,22,16,38,27,17,29,14,31,21,3
18,12,36,51,35,16,18,18,14,72,19,26,12,56,22,3
27,14,26,19,32,18,19,15,17,43,29,31,10,29,29,3
34,18,26,20,35,13,12,21,9,66,65,30,9,38,52,3
26,47,19,18,52,18,20,25,24,52,51,40,16,23,57,3
20,76,14,21,62,13,14,16,18,17,68,28,8,17,45,3
20,43,12,27,44,19,16,17,20,15,46,25,6,19,16,3
11,96,30,31,72,13,10,14,32,9,25,39,11,16,7,3
26,12,39,65,28,14,23,19,62,20,11,32,19,22,19,3
17,62,49,29,68,17,19,30,25,10,19,37,18,26,11,3
23,11,40,56,43,15,22,21,57,34,13,35,14,21,18,3
23,9,39,53,35,11,22,16,29,83,19,28,8,58,19,3
23,15,25,24,43,12,14,21,24,47,27,25,13,47,23,3
20,19,26,17,31,15,20,22,27,51,51,29,10,46,45,3
24,44,18,20,63,25,27,38,46,49,43,37,13,35,69,3
19,61,12,20,59,15,15,19,16,16,57,27,11,19,47,3
18,35,10,23,46,21,11,27,23,12,40,29,4,23,23,3
20,85,30,20,76,20,24,19,22,10,33,33,15,21,9,3
10,29,32,74,33,10,11,18,45,34,19,37,15,40,25,3
11,66,60,32,55,20,13,10,38,15,17,58,4,25,12,3
6,18,35,52,27,11,15,11,41,37,25,34,16,32,38,3
11,20,25,40,39,14,10,19,15,73,16,29,13,61,44,3
11,10,18,14,44,17,12,19,11,54,27,34,16,25,43,3
17,25,18,21,51,20,10,13,13,64,62,25,9,37,73,3
19,46,29,20,82,23,16,16,19,57,48,42,19,12,45,3
10,70,16,17,82,19,11,12,12,18,63,30,6,10,46,3
8,53,18,26,67,23,11,19,23,13,37,49,5,8,14,3
11,106,34,23,65,21,13,11,34,15,22,53,4,10,9,3
17,16,44,67,47,17,25,12,48,22,10,36,21,27,16,3
14,74,37,24,65,17,21,19,16,23,23,25,19,33,14,3
19,9,47,60,35,15,18,13,48,44,16,43,22,38,15,3
17,8,55,58,38,22,17,15,33,71,23,38,16,56,16,3
21,15,29,28,36,23,19,13,38,48,23,22,14,53,18,3
21,19,24,27,28,18,21,17,36,60,45,40,16,73,19,3
20,37,23,42,48,20,34,30,35,67,41,46,26,51,36,3
18,54,16,30,40,16,19,13,30,22,66,28,21,30,61,3
19,54,15,30,39,20,27,18,24,12,42,19,17,24,37,3
16,83,27,30,71,26,22,17,24,15,38,23,19,31,20,3
5,5,34,46,27,13,12,14,27,37,8,57,13,30,15,4
6,33,49,25,28,12,10,10,17,27,29,19,20,19,20,4
8,19,15,39,31,18,13,10,26,26,10,53,14,17,10,4
10,16,26,44,27,22,12,15,27,53,12,40,10,36,12,4
6,23,20,41,27,14,5,15,25,36,29,47,12,18,11,4
8,31,21,53,32,8,7,18,25,36,50,28,16,12,38,4
14,63,19,78,51,13,14,20,19,33,44,39,27,34,14,4
11,58,17,45,40,8,14,16,10,24,46,31,16,24,4,4
11,45,24,39,21,17,14,13,5,28,35,32,18,19,3,4
5,63,27,27,32,17,16,8,9,36,26,17,17,13,15,4
13,18,51,34,28,7,29,18,34,28,8,39,20,18,15,4
15,25,45,19,32,19,20,17,33,27,21,29,18,35,36,4
11,22,45,56,29,6,36,21,61,38,4,42,19,27,10,4
8,23,70,43,26,9,27,30,58,58,12,33,17,35,10,4
13,7,62,21,17,14,32,24,45,28,36,30,17,11,18,4
17,19,36,42,18,14,29,20,56,42,37,25,14,40,24,4
23,84,23,49,43,18,59,21,39,31,36,50,16,54,10,4
15,54,7,30,33,24,31,14,14,23,53,31,8,30,26,4
16,62,11,36,31,23,22,11,7,29,31,28,9,40,21,4
15,78,23,19,46,19,18,10,15,22,22,27,13,36,26,4
14,18,54,23,34,11,33,26,43,30,10,49,17,27,11,4
9,24,34,25,27,22,28,17,37,23,34,31,10,32,32,4
10,28,44,68,30,7,35,24,58,42,7,48,16,31,11,4
10,28,64,35,25,6,37,23,54,56,22,37,21,39,13,4
14,16,56,38,20,16,33,26,53,20,49,31,22,13,20,4
18,12,40,37,22,16,38,21,31,39,49,33,19,32,17,4
20,83,19,53,52,24,50,30,32,33,40,48,19,51,11,4
15,41,15,34,32,17,36,14,19,22,48,37,8,31,20,4
10,71,14,32,39,22,30,12,14,24,21,37,10,51,23,4
10,67,35,27,57,20,26,12,25,30,23,31,8,33,26,4
10,20,41,30,28,12,33,28,32,28,9,30,22,30,22,4
13,38,36,25,40,28,31,13,26,25,26,25,19,22,23,4
9,28,48,54,28,9,32,29,40,43,4,41,25,26,15,4
16,20,64,32,26,14,34,30,44,68,20,35,15,31,13,4
16,16,63,41,30,20,38,27,36,27,50,33,13,8,15,4
14,36,38,45,24,14,34,20,28,42,39,35,12,36,28,4
20,81,19,57,53,29,39,23,22,37,32,43,14,46,17,4
19,43,5,38,33,23,30,12,7,19,57,39,8,21,26,4
11,66,15,31,35,19,22,13,9,25,20,37,11,27,13,4
20,82,25,31,54,17,28,14,11,27,28,35,11,28,23,4
10,33,39,30,30,6,28,30,36,30,5,46,21,25,11,4
16,32,34,16,37,16,34,16,24,34,29,28,15,30,23,4
14,34,47,48,29,11,36,33,41,44,5,41,16,26,15,4
16,18,73,37,30,13,31,29,38,56,28,35,14,43,11,4
11,13,61,37,18,14,26,28,40,28,52,30,16,15,18,4
11,32,46,50,25,17,25,21,36,36,43,31,16,33,28,4
15,74,14,55,46,26,39,21,22,32,41,48,17,49,20,4
11,54,11,35,31,25,21,22,9,22,43,31,16,29,30,4
20,64,14,28,37,22,23,16,7,32,26,30,10,32,16,4
18,58,29,24,41,18,21,17,16,32,21,33,15,39,20,4
8,33,31,34,31,13,28,28,41,23,8,45,23,21,12,4
11,35,30,24,38,13,33,19,37,31,26,34,22,25,11,4
6,22,64,47,31,12,24,31,29,45,8,43,10,25,17,4
9,20,69,50,36,11,34,30,34,59,21,35,20,28,14,4
12,16,63,44,32,13,27,24,31,23,37,36,13,14,16,4
8,30,42,37,20,20,29,22,26,36,41,25,14,29,25,4
16,64,14,61,45,19,38,35,27,30,41,40,15,35,14,4
9,52,7,33,39,15,25,15,9,27,44,35,13,27,18,4
14,55,12,30,36,25,24,14,10,27,24,34,7,33,15,4
11,53,33,25,47,15,22,11,20,28,32,36,7,25,15,4
6,5,8,55,24,4,12,7,25,24,7,31,10,31,11,4
10,47,36,14,29,14,6,6,6,13,30,22,7,6,9,4
8,6,5,53,19,6,11,4,31,23,9,40,11,28,11,4
10,13,10,41,28,10,7,5,8,61,10,29,8,37,18,4
14,11,13,46,22,10,7,8,7,43,16,28,7,20,15,4
13,13,10,23,22,16,11,6,2,54,49,18,6,30,35,4
14,38,7,35,52,16,7,10,4,47,42,24,14,22,26,4
11,54,11,27,53,12,5,4,1,26,61,13,8,17,25,4
6,30,10,27,32,14,4,2,2,14,38,24,6,8,8,4
7,88,14,25,52,9,5,11,1,9,24,25,9,4,8,4
10,8,19,44,27,8,15,10,26,31,14,36,16,35,12,4
10,41,45,29,38,12,19,11,9,12,32,29,13,12,5,4
12,16,13,56,26,11,17,11,31,21,12,35,10,26,18,4
15,16,22,44,28,12,7,12,15,69,5,34,11,40,22,4
12,14,14,40,21,12,13,17,11,40,12,35,9,20,24,4
16,18,11,23,30,10,13,16,10,55,61,28,6,35,43,4
18,40,18,41,60,18,16,18,12,56,47,30,8,27,24,4
10,59,17,22,53,17,10,15,2,25,54,22,10,10,30,4
10,40,16,29,35,13,11,15,0,18,32,25,7,6,17,4
9,94,23,29,59,13,13,9,6,18,32,28,15,8,11,4
11,8,18,54,29,6,16,8,37,36,12,52,13,42,11,4
9,56,42,21,68,11,10,9,8,18,31,26,17,13,7,4
16,24,20,47,24,9,16,7,36,25,8,40,8,35,16,4
16,20,21,56,38,13,10,17,16,61,12,31,8,71,16,4
18,17,30,48,27,15,8,11,15,46,18,33,8,27,22,4
13,25,19,29,33,14,11,13,5,50,60,26,6,40,45,4
15,53,15,45,52,19,16,20,9,72,38,27,15,28,50,4
10,52,21,27,77,15,11,14,6,29,62,18,13,17,23,4
9,40,22,35,45,15,8,13,2,28,34,20,7,14,15,4
12,81,30,29,59,13,12,16,5,18,37,33,9,9,11,4
5,6,32,59,30,12,16,12,26,26,9,45,14,25,18,4
6,46,44,22,24,17,19,12,4,29,30,23,13,6,25,4
10,10,20,59,25,11,12,18,22,37,4,43,16,18,12,4
8,19,28,39,30,15,14,21,27,63,10,36,9,59,17,4
11,17,14,41,25,17,10,17,26,47,19,38,16,17,9,4
8,19,20,47,27,13,13,11,23,49,62,29,8,18,51,4
12,55,11,69,37,15,19,26,31,40,59,32,19,24,20,4
9,68,15,44,57,13,20,11,9,23,54,23,11,20,12,4
6,52,23,40,18,14,19,14,3,23,37,25,7,28,4,4
7,79,26,29,31,14,16,5,6,31,30,22,6,18,13,4
24,23,26,59,37,9,16,13,54,56,11,36,18,27,22,5
12,55,79,39,41,13,16,16,25,12,16,48,32,26,25,5
17,24,24,59,50,12,17,14,51,65,18,40,32,45,29,5
6,9,31,30,54,16,9,12,37,113,20,55,25,50,21,5
18,17,22,21,64,15,11,20,36,56,49,44,33,34,27,5
12,26,10,24,63,19,6,12,40,56,75,33,26,52,33,5
19,93,13,35,111,9,17,20,46,28,68,51,30,44,48,5
15,80,14,33,60,10,13,14,32,16,56,45,26,36,52,5
21,70,25,36,65,10,11,17,26,23,20,50,21,30,15,5
14,127,46,33,73,17,21,18,26,12,13,56,20,26,21,5
16,48,16,59,24,10,18,21,46,56,15,32,39,41,7,5
10,54,81,20,47,28,17,21,57,15,19,46,24,18,3,5
9,20,49,55,26,24,18,16,35,70,7,27,36,49,12,5
11,13,38,41,15,23,14,18,11,109,27,38,40,79,27,5
19,16,4,23,32,23,16,21,7,41,58,28,29,22,40,5
25,20,8,22,37,28,9,11,3,44,85,22,28,31,62,5
22,90,11,37,82,36,25,20,2,37,55,37,29,20,46,5
17,84,11,17,83,27,12,14,9,12,59,19,21,10,55,5
11,73,21,21,44,28,19,17,41,17,23,43,14,11,16,5
15,120,50,22,81,32,20,16,54,17,22,29,17,13,5,5
20,47,10,69,19,18,19,27,48,62,15,30,27,39,10,5
8,66,82,19,54,36,27,17,51,11,18,50,14,14,3,5
14,24,29,71,20,27,14,22,30,78,10,33,22,33,19,5
14,10,41,43,14,29,16,13,11,134,23,25,34,57,27,5
15,14,13,24,29,22,18,17,5,46,60,21,31,27,32,5
23,25,4,25,46,23,16,13,2,62,100,16,23,35,45,5
23,88,15,34,85,26,17,29,4,43,68,25,26,23,51,5
14,101,17,16,65,41,12,16,5,11,71,18,16,19,51,5
16,92,26,18,47,20,20,14,36,11,27,31,12,16,16,5
9,149,42,20,74,27,23,14,65,12,17,30,21,15,7,5
21,46,10,45,26,17,18,16,36,67,8,39,26,34,11,5
8,44,93,21,43,30,19,19,50,13,21,50,23,9,4,5
22,37,25,61,21,24,17,20,23,62,8,38,31,44,16,5
13,11,28,42,24,34,15,16,10,118,39,37,28,58,36,5
29,19,7,34,29,29,17,21,5,39,43,30,24,31,34,5
21,34,4,21,41,23,11,19,1,49,90,32,25,40,48,5
28,105,12,27,78,29,20,25,4,32,75,27,37,14,42,5
11,107,10,25,56,28,20,14,8,14,49,27,22,12,45,5
15,67,24,24,45,30,21,18,40,11,24,35,20,9,10,5
8,128,50,29,75,31,21,17,61,10,23,26,22,14,8,5
19,52,4,55,28,17,13,15,36,53,7,35,33,38,13,5
9,44,83,20,43,38,24,15,50,6,30,64,18,11,2,5
